"","gender","PhoneService","OnlineSecurity","OnlineBackup","PaperlessBilling","Churn"
"1870","1","1",NA,"0","0","0"
"1871","1","1",NA,"0","1","0"
"1872","0","1",NA,"1","1","0"
"1873","0","1",NA,"0","0","0"
"1874","0","1",NA,"1","1","0"
"1875","0","1",NA,"1","0","0"
"1876","1","1",NA,"1","1","0"
"1877","1","1",NA,"0","1","0"
"1878","1","1",NA,"1","0","0"
"1879","1","1",NA,"0","1","0"
"1880","1","1",NA,"0","1","1"
"1881","1","1",NA,"0","1","1"
"1882","1","0",NA,"1","1","0"
"1883","1","1",NA,"0","1","0"
"1884","0","1",NA,"1","1","1"
"1885","1","1",NA,"1","0","0"
"1886","1","1",NA,"1","1","0"
"1887","1","1",NA,"0","1","0"
"1888","0","1",NA,"0","0","1"
"1889","0","1",NA,"1","0","0"
"1890","1","0",NA,"1","1","0"
"1891","0","1",NA,"0","1","1"
"1892","0","1",NA,"0","0","1"
"1893","1","0",NA,"1","1","0"
"1894","1","1",NA,"1","1","0"
"1895","0","0",NA,"0","1","0"
"1896","1","1",NA,"1","1","0"
"1897","1","1",NA,"1","0","0"
"1898","1","1",NA,"1","1","1"
"1899","0","1",NA,"0","0","1"
"1900","1","1",NA,"1","1","0"
"1901","1","1",NA,"0","0","0"
"1902","0","1",NA,"0","0","0"
"1903","1","1",NA,"1","1","0"
"1904","1","1",NA,"0","1","0"
"1905","1","1",NA,"1","1","1"
"1906","0","1",NA,"0","1","0"
"1907","1","0",NA,"1","0","0"
"1908","0","1",NA,"1","1","0"
"1909","1","1",NA,"0","0","0"
"1910","1","1",NA,"0","0","0"
"1911","0","0",NA,"1","1","0"
"1912","0","1",NA,"1","0","0"
"1913","1","1",NA,"0","1","0"
"1914","0","1",NA,"1","1","0"
"1915","0","1",NA,"0","0","0"
"1916","1","1",NA,"0","1","0"
"1917","0","1",NA,"1","1","1"
"1918","0","1",NA,"1","0","0"
"1919","1","1",NA,"0","0","0"
"1920","1","1",NA,"0","0","1"
"1921","1","1",NA,"0","1","0"
"1922","1","1",NA,"1","1","0"
"1923","1","1",NA,"0","0","0"
"1924","1","1",NA,"0","0","0"
"1925","0","1",NA,"0","0","0"
"1926","0","1",NA,"0","1","0"
"1927","1","1",NA,"0","1","1"
"1928","1","1",NA,"0","1","1"
"1929","0","1",NA,"0","1","1"
"1930","1","1",NA,"0","1","0"
"1931","1","1",NA,"0","1","0"
"1932","0","1",NA,"1","1","0"
"1933","1","1",NA,"0","0","0"
"1934","1","1",NA,"0","1","0"
"1935","0","1",NA,"1","1","1"
"1936","0","1",NA,"0","1","0"
"1937","0","1",NA,"1","1","0"
"1938","0","1",NA,"0","0","0"
"1939","0","1",NA,"0","0","0"
"1940","1","1",NA,"0","1","0"
"1941","1","1",NA,"1","0","0"
"1942","1","1",NA,"0","0","0"
"1943","1","1",NA,"0","0","0"
"1944","1","1",NA,"0","1","0"
"1945","1","0",NA,"0","0","1"
"1946","0","1",NA,"0","0","0"
"1947","1","1",NA,"0","1","0"
"1948","0","1",NA,"1","1","0"
"1949","0","1",NA,"0","0","1"
"1950","1","1",NA,"0","0","0"
"1951","1","1",NA,"1","1","1"
"1952","1","1",NA,"0","0","0"
"1953","0","1",NA,"0","1","0"
"1954","1","1",NA,"1","1","1"
"1955","1","1",NA,"0","1","1"
"1956","0","1",NA,"0","1","0"
"1957","0","1",NA,"1","1","0"
"1958","0","1",NA,"0","0","0"
"1959","1","1",NA,"1","1","0"
"1960","0","0",NA,"1","0","0"
"1961","0","1",NA,"1","0","0"
"1962","0","1",NA,"1","1","0"
"1963","1","1",NA,"0","1","0"
"1964","1","1",NA,"0","0","0"
"1965","1","1",NA,"1","1","0"
"1966","1","1",NA,"0","1","1"
"1967","1","1",NA,"1","0","0"
"1968","1","1",NA,"1","1","1"
"1969","0","1",NA,"1","1","0"
"1970","0","0",NA,"0","0","0"
"1971","0","1",NA,"0","1","1"
"1972","0","1",NA,"0","1","0"
"1973","0","1",NA,"0","0","0"
"1974","1","1",NA,"0","1","0"
"1975","1","1",NA,"0","1","1"
"1976","1","1",NA,"0","0","0"
"1977","1","1",NA,"0","1","1"
"1978","1","1",NA,"1","1","0"
"1979","0","1",NA,"1","0","0"
"1980","0","1",NA,"0","1","0"
"1981","1","1",NA,"1","1","0"
"1982","0","1",NA,"0","1","1"
"1983","1","1",NA,"0","0","0"
"1984","1","1",NA,"0","0","0"
"1985","0","1",NA,"1","1","1"
"1986","0","0",NA,"1","0","1"
"1987","0","1",NA,"1","1","0"
"1988","0","1",NA,"1","1","1"
"1989","1","1",NA,"1","1","1"
"1990","0","0",NA,"0","1","0"
"1991","0","1",NA,"0","1","1"
"1992","1","1",NA,"1","0","0"
"1993","0","1",NA,"1","1","0"
"1994","0","1",NA,"0","1","1"
"1995","1","1",NA,"0","0","0"
"1996","0","1",NA,"0","1","1"
"1997","1","1",NA,"0","0","0"
"1998","0","1",NA,"0","1","0"
"1999","0","0",NA,"0","0","1"
"2000","1","1",NA,"0","1","1"
"2001","0","1",NA,"0","0","0"
"2002","0","1",NA,"0","0","0"
"2003","1","0",NA,"0","0","0"
"2004","0","1",NA,"0","1","1"
"2005","1","1",NA,"0","1","1"
"2006","0","1",NA,"1","0","1"
"2007","1","1",NA,"0","0","1"
"2008","1","1",NA,"0","1","1"
"2009","0","1",NA,"0","1","1"
"2010","1","1",NA,"1","1","0"
"2011","1","1",NA,"0","1","1"
"2012","1","1",NA,"0","0","0"
"2013","0","1",NA,"1","1","1"
"2014","0","1",NA,"0","0","0"
"2015","1","1",NA,"1","0","0"
"2016","0","1",NA,"0","0","0"
"2017","0","1",NA,"0","0","1"
"2018","1","1",NA,"0","0","0"
"2019","0","1",NA,"0","1","1"
"2020","1","1",NA,"1","0","1"
"2021","1","1",NA,"1","1","0"
"2022","1","1",NA,"1","0","0"
"2023","0","1",NA,"1","1","0"
"2024","0","1",NA,"1","1","1"
"2025","1","1",NA,"0","0","0"
"2026","0","1",NA,"1","1","0"
"2027","1","1",NA,"1","0","0"
"2028","0","1",NA,"0","0","0"
"2029","0","1",NA,"0","0","0"
"2030","1","1",NA,"1","1","1"
"2031","1","1",NA,"1","0","0"
"2032","0","0",NA,"0","0","0"
"2033","0","1",NA,"0","0","1"
"2034","1","1",NA,"0","1","1"
"2035","1","1",NA,"1","1","0"
"2036","0","1",NA,"1","1","0"
"2037","1","1",NA,"0","0","0"
"2038","0","1",NA,"0","1","0"
"2039","0","1",NA,"0","1","1"
"2040","1","1",NA,"1","1","1"
"2041","1","1",NA,"1","0","0"
"2042","1","1",NA,"0","0","0"
"2043","0","1",NA,"1","0","0"
"2044","1","1",NA,"0","0","0"
"2045","1","1",NA,"0","0","0"
"2046","0","1",NA,"1","1","0"
"2047","0","0",NA,"0","0","0"
"2048","1","1",NA,"0","1","0"
"2049","1","1",NA,"0","1","1"
"2050","0","1",NA,"1","1","0"
"2051","0","0",NA,"1","1","0"
"2052","0","1",NA,"0","0","0"
"2053","0","1",NA,"0","1","0"
"2054","1","1",NA,"1","1","1"
"2055","0","1",NA,"0","1","1"
"2056","1","1",NA,"0","1","0"
"2057","1","1",NA,"1","0","0"
"2058","0","1",NA,"0","1","1"
"2059","1","1",NA,"1","0","0"
"2060","1","1",NA,"1","1","0"
"2061","1","1",NA,"1","0","0"
"2062","1","1",NA,"0","0","1"
"2063","0","1",NA,"0","1","0"
"2064","1","1",NA,"0","1","0"
"2065","0","1",NA,"0","0","0"
"2066","0","1",NA,"0","0","0"
"2067","1","1",NA,"0","1","0"
"2068","1","1",NA,"1","1","0"
"2069","1","1",NA,"1","0","0"
"2070","0","1",NA,"0","1","1"
"2071","0","1",NA,"1","1","1"
"2072","0","1",NA,"1","0","0"
"2073","1","1",NA,"0","0","0"
"2074","1","1",NA,"0","0","0"
"2075","0","1",NA,"1","1","1"
"2076","1","1",NA,"0","1","0"
"2077","0","1",NA,"0","0","0"
"2078","0","1",NA,"0","0","1"
"2079","1","1",NA,"1","1","0"
"2080","1","1",NA,"1","1","0"
"2081","1","1",NA,"1","1","0"
"2082","0","1",NA,"0","1","0"
"2083","1","1",NA,"0","0","0"
"2084","0","1",NA,"0","1","1"
"2085","1","1",NA,"0","0","1"
"2086","0","1",NA,"0","1","1"
"2087","1","1",NA,"0","0","1"
"2088","0","0",NA,"1","1","1"
"2089","0","1",NA,"0","0","0"
"2090","0","0",NA,"1","0","0"
"2091","0","0",NA,"0","1","0"
"2092","0","1",NA,"0","0","0"
"2093","1","1",NA,"1","0","0"
"2094","1","1",NA,"0","0","0"
"2095","0","1",NA,"0","0","0"
"2096","1","1",NA,"0","1","1"
"2097","0","1",NA,"0","0","1"
"2098","1","1",NA,"0","1","0"
"2099","1","1",NA,"0","0","0"
"2100","0","1",NA,"0","1","0"
"2101","1","1",NA,"0","0","0"
"2102","0","1",NA,"0","1","1"
"2103","1","1",NA,"0","1","0"
"2104","1","1",NA,"0","1","0"
"2105","0","1",NA,"0","1","1"
"2106","0","1",NA,"0","0","1"
"2107","1","1",NA,"0","0","0"
"2108","1","1",NA,"1","1","0"
"2109","0","1",NA,"0","0","0"
"2110","1","1",NA,"0","0","0"
"2111","0","1",NA,"0","0","0"
"2112","1","1",NA,"0","0","0"
"2113","0","1",NA,"0","0","0"
"2114","1","1",NA,"1","1","0"
"2115","1","1",NA,"1","1","0"
"2116","0","1",NA,"1","1","0"
"2117","1","1",NA,"0","0","1"
"2118","0","0",NA,"1","0","0"
"2119","0","1",NA,"0","1","0"
"2120","1","1",NA,"0","1","0"
"2121","0","1",NA,"0","0","0"
"2122","1","1",NA,"0","0","0"
"2123","0","1",NA,"0","1","0"
"2124","1","1",NA,"1","1","0"
"2125","1","0",NA,"0","1","1"
"2126","0","1",NA,"0","1","0"
"2127","1","1",NA,"0","0","0"
"2128","1","0",NA,"1","1","1"
"2129","1","1",NA,"1","1","0"
"2130","1","1",NA,"0","1","1"
"2131","1","1",NA,"1","1","1"
"2132","1","0",NA,"0","0","0"
"2133","1","1",NA,"0","0","0"
"2134","0","1",NA,"0","1","1"
"2135","0","1",NA,"0","0","0"
"2136","0","1",NA,"1","1","0"
"2137","1","1",NA,"1","1","0"
"2138","1","1",NA,"0","1","0"
"2139","0","1",NA,"0","0","0"
"2140","0","1",NA,"0","1","0"
"2141","0","1",NA,"0","0","1"
"2142","1","1",NA,"0","0","0"
"2143","0","1",NA,"0","0","0"
"2144","1","1",NA,"0","0","0"
"2145","1","1",NA,"0","1","0"
"2146","1","1",NA,"0","0","0"
"2147","0","1",NA,"1","1","0"
"2148","1","1",NA,"0","0","0"
"2149","1","1",NA,"0","0","0"
"2150","0","1",NA,"0","1","0"
"2151","1","1",NA,"0","1","0"
"2152","1","1",NA,"0","1","0"
"2153","0","1",NA,"0","1","0"
"2154","0","1",NA,"0","1","0"
"2155","0","1",NA,"0","0","0"
"2156","0","1",NA,"0","1","1"
"2157","0","1",NA,"0","0","1"
"2158","1","1",NA,"1","1","0"
"2159","0","1",NA,"0","1","0"
"2160","0","1",NA,"0","0","0"
"2161","0","1",NA,"1","1","0"
"2162","0","1",NA,"0","1","1"
"2163","1","1",NA,"1","0","0"
"2164","1","1",NA,"0","1","1"
"2165","1","1",NA,"1","1","0"
"2166","0","1",NA,"0","0","0"
"2167","0","1",NA,"1","1","0"
"2168","1","1",NA,"0","1","1"
"2169","1","1",NA,"0","1","1"
"2170","0","1",NA,"0","0","0"
"2171","0","1",NA,"0","1","0"
"2172","0","1",NA,"0","0","0"
"2173","0","1",NA,"0","0","0"
"2174","1","1",NA,"0","0","0"
"2175","0","1",NA,"0","0","0"
"2176","0","1",NA,"0","0","1"
"2177","1","1",NA,"0","1","0"
"2178","1","1",NA,"1","1","0"
"2179","1","1",NA,"0","0","0"
"2180","0","1",NA,"0","0","0"
"2181","1","1",NA,"1","1","0"
"2182","0","1",NA,"1","1","0"
"2183","1","1",NA,"0","1","0"
"2184","1","1",NA,"0","1","0"
"2185","0","1",NA,"0","1","1"
"2186","1","1",NA,"0","0","1"
"2187","1","1",NA,"0","0","0"
"2188","1","1",NA,"1","1","0"
"2189","0","0",NA,"0","1","0"
"2190","1","1",NA,"0","0","0"
"2191","1","1",NA,"1","0","0"
"2192","0","1",NA,"0","1","1"
"2193","1","1",NA,"1","1","0"
"2194","1","1",NA,"0","1","0"
"2195","1","1",NA,"0","1","1"
"2196","0","1",NA,"0","0","0"
"2197","0","1",NA,"0","0","0"
"2198","1","1",NA,"0","0","0"
"2199","0","1",NA,"0","1","0"
"2200","1","1",NA,"0","0","0"
"2201","0","1",NA,"1","0","0"
"2202","0","1",NA,"1","0","0"
"2203","1","1",NA,"0","1","1"
"2204","1","1",NA,"1","1","0"
"2205","1","1",NA,"1","1","1"
"2206","1","1",NA,"1","1","0"
"2207","1","1",NA,"1","1","1"
"2208","0","1",NA,"0","1","1"
"2209","0","1",NA,"0","1","1"
"2210","1","1",NA,"0","1","0"
"2211","0","1",NA,"0","0","0"
"2212","0","1",NA,"0","1","0"
"2213","1","1",NA,"0","0","0"
"2214","0","1",NA,"0","0","0"
"2215","0","1",NA,"1","1","1"
"2216","0","0",NA,"0","1","0"
"2217","0","1",NA,"0","1","0"
"2218","0","1",NA,"1","0","0"
"2219","0","1",NA,"0","1","0"
"2220","1","1",NA,"0","0","0"
"2221","1","1",NA,"1","1","0"
"2222","0","1",NA,"1","0","0"
"2223","1","1",NA,"0","1","0"
"2224","0","1",NA,"1","1","1"
"2225","1","1",NA,"1","1","1"
"2226","1","0",NA,"1","1","0"
"2227","0","0",NA,"0","0","0"
"2228","1","1",NA,"0","1","0"
"2229","0","1",NA,"1","1","0"
"2230","1","1",NA,"0","0","0"
"2231","1","1",NA,"0","0","0"
"2232","1","1",NA,"0","1","1"
"2233","1","1",NA,"0","0","0"
"2234","1","1",NA,"1","1","0"
"2235","1","1",NA,"1","0","0"
"2236","0","1",NA,"1","1","0"
"2237","1","1",NA,"0","1","0"
"2238","1","0",NA,"1","1","0"
"2239","0","1",NA,"0","1","0"
"2240","0","0",NA,"0","0","0"
"2241","0","1",NA,"1","1","0"
"2242","0","1",NA,"0","1","0"
"2243","1","1",NA,"0","0","0"
"2244","0","1",NA,"1","1","0"
"2245","0","1",NA,"1","1","1"
"2246","0","1",NA,"0","0","0"
"2247","0","1",NA,"0","1","1"
"2248","0","1",NA,"0","0","0"
"2249","1","1",NA,"0","1","0"
"2250","0","1",NA,"0","0","0"
"2251","0","1",NA,"0","0","0"
"2252","1","1",NA,"0","1","0"
"2253","0","1",NA,"0","0","0"
"2254","1","1",NA,"1","0","0"
"2255","1","1",NA,"1","1","0"
"2256","0","1",NA,"0","0","0"
"2257","0","1",NA,"1","0","0"
"2258","0","1",NA,"0","0","0"
"2259","1","1",NA,"0","0","0"
"2260","0","1",NA,"0","0","0"
"2261","0","1",NA,"0","0","1"
"2262","0","1",NA,"0","1","0"
"2263","0","1",NA,"0","1","1"
"2264","0","1",NA,"1","1","1"
"2265","1","1",NA,"1","1","0"
"2266","1","1",NA,"1","1","1"
"2267","1","1",NA,"0","1","0"
"2268","0","1",NA,"1","1","0"
"2269","0","1",NA,"0","1","0"
"2270","0","1",NA,"0","0","1"
"2271","0","1",NA,"0","1","1"
"2272","0","1",NA,"0","1","0"
"2273","1","1",NA,"0","1","0"
"2274","1","1",NA,"0","0","0"
"2275","1","1",NA,"0","1","1"
"2276","1","1",NA,"0","1","1"
"2277","0","1",NA,"0","0","0"
"2278","1","1",NA,"1","1","1"
"2279","0","1",NA,"0","1","0"
"2280","1","1",NA,"0","1","0"
"2281","0","1",NA,"0","1","0"
"2282","0","1",NA,"0","1","1"
"2283","1","1",NA,"0","1","1"
"2284","1","1",NA,"0","1","1"
"2285","1","1",NA,"0","0","0"
"2286","1","1",NA,"0","0","1"
"2287","1","1",NA,"0","1","0"
"2288","1","1",NA,"1","1","1"
"2289","0","1",NA,"1","1","0"
"2290","0","1",NA,"0","0","0"
"2291","0","0",NA,"0","1","1"
"2292","0","1",NA,"0","1","1"
"2293","0","1",NA,"1","0","0"
"2294","1","1",NA,"1","0","0"
"2295","1","1",NA,"1","1","1"
"2296","1","0",NA,"0","1","1"
"2297","1","1",NA,"0","0","0"
"2298","0","1",NA,"1","0","1"
"2299","1","1",NA,"0","1","0"
"2300","0","1",NA,"1","0","0"
"2301","0","1",NA,"1","1","1"
"2302","0","1",NA,"0","1","0"
"2303","1","1",NA,"1","1","0"
"2304","1","1",NA,"0","1","1"
"2305","1","1",NA,"1","1","0"
"2306","1","1",NA,"1","1","0"
"2307","0","1",NA,"0","1","0"
"2308","0","1",NA,"1","1","0"
"2309","1","1",NA,"1","1","0"
"2310","1","1",NA,"0","1","0"
"2311","1","0",NA,"1","1","0"
"2312","0","1",NA,"0","1","0"
"2313","1","1",NA,"0","0","0"
"2314","1","1",NA,"0","1","0"
"2315","0","1",NA,"1","1","0"
"2316","1","1",NA,"0","1","0"
"2317","1","1",NA,"0","0","0"
"2318","0","1",NA,"0","0","0"
"2319","0","1",NA,"1","0","0"
"2320","1","1",NA,"0","0","0"
"2321","1","1",NA,"1","1","0"
"2322","0","1",NA,"1","1","0"
"2323","0","1",NA,"0","0","0"
"2324","0","1",NA,"0","1","1"
"2325","0","1",NA,"0","1","1"
"2326","0","1",NA,"0","1","0"
"2327","0","1",NA,"1","0","0"
"2328","0","1",NA,"0","1","0"
"2329","0","1",NA,"0","0","0"
"2330","0","1",NA,"1","0","0"
"2331","1","1",NA,"1","0","0"
"2332","0","1",NA,"0","1","0"
"2333","0","1",NA,"0","1","0"
"2334","0","1",NA,"1","0","0"
"2335","1","1",NA,"0","1","0"
"2336","1","1",NA,"0","1","0"
"2337","1","1",NA,"0","1","1"
"2338","0","1",NA,"1","1","1"
"2339","1","1",NA,"0","0","0"
"2340","0","1",NA,"0","1","1"
"2341","0","0",NA,"0","0","0"
"2342","0","1",NA,"1","0","0"
"2343","0","1",NA,"0","0","0"
"2344","0","1",NA,"0","1","0"
"2345","0","0",NA,"0","0","0"
"2346","0","1",NA,"0","1","0"
"2347","0","1",NA,"1","1","0"
"2348","1","1",NA,"0","0","0"
"2349","1","0",NA,"0","0","0"
"2350","1","1",NA,"1","0","0"
"2351","0","1",NA,"0","1","0"
"2352","0","1",NA,"1","0","0"
"2353","1","1",NA,"0","1","0"
"2354","1","1",NA,"0","1","0"
"2355","1","1",NA,"0","0","0"
"2356","1","1",NA,"1","1","0"
"2357","1","1",NA,"0","1","0"
"2358","0","1",NA,"1","0","0"
"2359","0","1",NA,"0","0","0"
"2360","1","1",NA,"1","1","0"
"2361","1","1",NA,"0","0","0"
"2362","0","1",NA,"0","0","1"
"2363","1","0",NA,"0","1","0"
"2364","1","1",NA,"0","1","0"
"2365","1","1",NA,"1","1","0"
"2366","1","1",NA,"0","0","0"
"2367","0","1",NA,"0","1","1"
"2368","0","1",NA,"0","1","1"
"2369","0","1",NA,"1","1","0"
"2370","1","1",NA,"0","0","0"
"2371","1","1",NA,"1","1","0"
"2372","0","1",NA,"0","1","0"
"2373","1","1",NA,"1","0","0"
"2374","0","1",NA,"0","1","0"
"2375","1","1",NA,"0","0","0"
"2376","0","1",NA,"1","1","0"
"2377","1","1",NA,"1","1","0"
"2378","1","1",NA,"1","1","0"
"2379","0","1",NA,"0","1","1"
"2380","1","1",NA,"1","0","1"
"2381","1","1",NA,"1","1","0"
"2382","1","1",NA,"0","0","0"
"2383","0","0",NA,"1","0","0"
"2384","1","0",NA,"0","1","0"
"2385","1","1",NA,"0","1","0"
"2386","0","0",NA,"1","0","0"
"2387","0","1",NA,"1","0","0"
"2388","1","1",NA,"1","0","0"
"2389","0","1",NA,"0","1","0"
"2390","1","1",NA,"0","0","0"
"2391","0","1",NA,"0","0","0"
"2392","1","1",NA,"0","1","0"
"2393","1","1",NA,"0","1","0"
"2394","0","1",NA,"0","1","1"
"2395","1","1",NA,"1","1","0"
"2396","0","1",NA,"0","1","0"
"2397","0","1",NA,"1","0","0"
"2398","1","1",NA,"0","1","1"
"2399","0","0",NA,"1","1","0"
"2400","0","0",NA,"0","1","0"
"2401","0","1",NA,"0","0","0"
"2402","1","1",NA,"1","1","0"
"2403","1","1",NA,"0","0","0"
"2404","0","1",NA,"1","1","0"
"2405","0","1",NA,"1","1","0"
"2406","0","1",NA,"0","1","1"
"2407","0","1",NA,"1","1","1"
"2408","0","1",NA,"0","1","1"
"2409","0","1",NA,"0","0","0"
"2410","1","0",NA,"1","1","0"
"2411","0","1",NA,"1","0","0"
"2412","1","1",NA,"0","1","0"
"2413","0","0",NA,"1","0","1"
"2414","1","0",NA,"0","0","0"
"2415","0","1",NA,"0","1","0"
"2416","0","1",NA,"0","1","1"
"2417","1","1",NA,"0","1","0"
"2418","1","0",NA,"1","0","0"
"2419","0","1",NA,"1","1","0"
"2420","0","1",NA,"0","0","0"
"2421","1","0",NA,"0","0","0"
"2422","1","0",NA,"0","1","0"
"2423","1","1",NA,"0","1","0"
"2424","0","1",NA,"0","0","0"
"2425","0","1",NA,"1","1","1"
"2426","1","1",NA,"0","1","0"
"2427","0","0",NA,"1","1","0"
"2428","1","0",NA,"0","0","1"
"2429","1","1",NA,"0","1","1"
"2430","1","1",NA,"1","1","0"
"2431","1","1",NA,"0","1","0"
"2432","1","0",NA,"0","1","1"
"2433","0","1",NA,"0","0","0"
"2434","1","0",NA,"0","0","0"
"2435","0","1",NA,"0","0","0"
"2436","0","1",NA,"0","1","0"
"2437","0","1",NA,"0","1","0"
"2438","0","1",NA,"1","0","0"
"2439","0","1",NA,"0","1","1"
"2440","1","1",NA,"0","0","0"
"2441","1","1",NA,"0","1","0"
"2442","0","1",NA,"0","0","0"
"2443","1","1",NA,"0","1","1"
"2444","0","1",NA,"1","0","0"
"2445","0","1",NA,"1","1","1"
"2446","0","1",NA,"0","0","0"
"2447","0","1",NA,"1","1","1"
"2448","1","1",NA,"0","1","0"
"2449","0","1",NA,"1","1","1"
"2450","1","1",NA,"0","1","0"
"2451","0","1",NA,"0","1","0"
"2452","1","1",NA,"1","0","1"
"2453","1","1",NA,"0","1","1"
"2454","0","1",NA,"0","1","0"
"2455","0","1",NA,"0","0","0"
"2456","0","1",NA,"1","1","1"
"2457","1","1",NA,"0","0","0"
"2458","1","1",NA,"1","1","0"
"2459","1","1",NA,"0","1","0"
"2460","1","1",NA,"0","1","0"
"2461","0","1",NA,"0","0","0"
"2462","0","1",NA,"0","0","0"
"2463","1","1",NA,"1","1","0"
"2464","1","1",NA,"0","1","0"
"2465","0","1",NA,"0","1","1"
"2466","1","0",NA,"0","1","1"
"2467","1","1",NA,"0","0","0"
"2468","1","1",NA,"0","1","0"
"2469","1","0",NA,"1","1","1"
"2470","0","1",NA,"0","0","0"
"2471","0","1",NA,"0","1","0"
"2472","0","1",NA,"1","1","1"
"2473","1","1",NA,"1","0","0"
"2474","0","1",NA,"0","0","0"
"2475","0","1",NA,"1","1","0"
"2476","0","1",NA,"1","0","0"
"2477","1","1",NA,"1","1","0"
"2478","1","1",NA,"0","1","0"
"2479","1","1",NA,"0","0","0"
"2480","1","1",NA,"1","1","0"
"2481","1","1",NA,"0","1","1"
"2482","1","1",NA,"0","0","0"
"2483","0","1",NA,"0","1","0"
"2484","1","1",NA,"1","1","1"
"2485","1","1",NA,"0","0","0"
"2486","0","1",NA,"0","1","1"
"2487","0","1",NA,"0","1","0"
"2488","1","1",NA,"1","0","0"
"2489","1","1",NA,"0","1","1"
"2490","0","1",NA,"1","1","0"
"2491","1","1",NA,"0","0","0"
"2492","0","1",NA,"0","0","0"
"2493","1","0",NA,"0","1","1"
"2494","0","1",NA,"1","1","0"
"2495","1","1",NA,"0","0","1"
"2496","0","1",NA,"0","1","0"
"2497","1","1",NA,"0","0","0"
"2498","0","1",NA,"0","0","0"
"2499","1","1",NA,"1","1","0"
"2500","1","1",NA,"1","0","0"
"2501","1","1",NA,"0","0","0"
"2502","1","1",NA,"0","0","0"
"2503","0","1",NA,"0","0","0"
"2504","1","1",NA,"0","0","0"
"2505","1","1",NA,"0","1","1"
"2506","0","1",NA,"0","1","0"
"2507","0","1",NA,"0","0","0"
"2508","1","1",NA,"0","1","0"
"2509","0","1",NA,"1","1","0"
"2510","0","1",NA,"0","1","0"
"2511","1","1",NA,"0","1","1"
"2512","1","1",NA,"0","0","0"
"2513","0","1",NA,"0","1","0"
"2514","1","1",NA,"0","0","0"
"2515","0","1",NA,"1","1","1"
"2516","0","1",NA,"1","1","0"
"2517","0","1",NA,"0","1","1"
"2518","1","1",NA,"0","1","1"
"2519","1","1",NA,"1","1","0"
"2520","1","1",NA,"0","1","0"
"2521","0","1",NA,"1","0","0"
"2522","1","1",NA,"0","1","1"
"2523","1","1",NA,"0","1","0"
"2524","0","1",NA,"0","0","0"
"2525","1","1",NA,"0","0","0"
"2526","1","1",NA,"1","1","0"
"2527","1","1",NA,"0","0","1"
"2528","0","1",NA,"0","1","1"
"2529","0","1",NA,"0","1","1"
"2530","1","1",NA,"0","0","1"
"2531","0","1",NA,"0","1","0"
"2532","0","1",NA,"0","1","0"
"2533","0","1",NA,"0","1","0"
"2534","1","0",NA,"0","0","0"
"2535","1","1",NA,"1","1","0"
"2536","0","1",NA,"1","1","0"
"2537","1","1",NA,"0","0","1"
"2538","1","1",NA,"1","0","0"
"2539","1","0",NA,"0","1","0"
"2540","0","1",NA,"0","0","0"
"2541","0","1",NA,"1","1","0"
"2542","0","0",NA,"0","1","0"
"2543","1","1",NA,"0","1","0"
"2544","1","1",NA,"0","0","1"
"2545","0","1",NA,"0","0","0"
"2546","0","1",NA,"0","1","0"
"2547","0","1",NA,"0","1","0"
"2548","0","0",NA,"1","0","0"
"2549","1","1",NA,"0","1","0"
"2550","1","1",NA,"0","0","0"
"2551","0","1",NA,"0","0","0"
"2552","0","1",NA,"0","0","0"
"2553","0","1",NA,"0","0","0"
"2554","1","1",NA,"0","0","0"
"2555","0","1",NA,"0","1","0"
"2556","0","1",NA,"0","1","0"
"2557","1","1",NA,"0","1","0"
"2558","1","1",NA,"0","0","0"
"2559","0","1",NA,"0","0","0"
"2560","1","1",NA,"1","1","0"
"2561","1","1",NA,"1","1","1"
"2562","0","1",NA,"1","1","0"
"2563","1","0",NA,"0","0","0"
"2564","1","1",NA,"1","0","1"
"2565","1","1",NA,"0","1","1"
"2566","0","1",NA,"0","1","0"
"2567","0","1",NA,"1","0","0"
"2568","1","1",NA,"1","1","1"
"2569","1","1",NA,"0","0","0"
"2570","0","1",NA,"0","0","0"
"2571","1","1",NA,"0","1","1"
"2572","0","1",NA,"0","1","0"
"2573","0","1",NA,"0","0","0"
"2574","0","1",NA,"0","1","1"
"2575","1","1",NA,"0","1","1"
"2576","0","1",NA,"0","0","0"
"2577","0","1",NA,"1","1","0"
"2578","0","1",NA,"0","1","1"
"2579","0","1",NA,"0","1","1"
"2580","1","1",NA,"0","0","0"
"2581","0","1",NA,"0","1","0"
"2582","1","1",NA,"0","0","0"
"2583","0","1",NA,"1","1","0"
"2584","0","1",NA,"0","0","0"
"2585","0","1",NA,"1","1","0"
"2586","0","1",NA,"0","0","0"
"2587","0","1",NA,"0","0","0"
"2588","1","1",NA,"0","0","0"
"2589","0","1",NA,"0","0","0"
"2590","1","1",NA,"0","1","1"
"2591","0","1",NA,"1","0","0"
"2592","0","1",NA,"1","1","0"
"2593","0","1",NA,"0","0","0"
"2594","0","1",NA,"0","0","0"
"2595","0","1",NA,"1","1","0"
"2596","0","1",NA,"0","1","0"
"2597","0","1",NA,"1","1","0"
"2598","1","1",NA,"1","1","0"
"2599","0","1",NA,"0","1","0"
"2600","0","1",NA,"1","1","0"
"2601","0","1",NA,"0","0","0"
"2602","0","1",NA,"1","1","0"
"2603","0","1",NA,"1","1","0"
